name,home,away,statisticsType,valueType,homeValue,awayValue,key,Categoría,homeTotal,awayTotal,event_id
Intercepciones,44,64,positive,event,44.0,64.0,interceptionWon,Defensa,,,11972395
Despejes,18,14,positive,event,18.0,14.0,totalClearance,Defensa,,,11972395
Salvadas totales,3,1,positive,event,3.0,1.0,goalkeeperSaves,Arquero,,,11972395
Saques de arco,9,8,positive,event,9.0,8.0,goalKicks,Arquero,,,11972395
Posesión,49%,51%,positive,event,49.0,51.0,ballPossession,General,,,11972384
Goles esperados,0.69,0.82,positive,event,0.69,0.82,expectedGoals,General,,,11972384
Remates totales,10,5,positive,event,10.0,5.0,totalShotsOnGoal,General,,,11972384
Atajadas,0,4,positive,event,0.0,4.0,goalkeeperSaves,General,,,11972384
Córners,4,2,positive,event,4.0,2.0,cornerKicks,General,,,11972384
Faltas,4,10,negative,event,4.0,10.0,fouls,General,,,11972384
Pases,319,332,positive,event,319.0,332.0,passes,General,,,11972384
Entradas,4,3,positive,event,4.0,3.0,totalTackle,General,,,11972384
Tiros libre,3,1,positive,event,3.0,1.0,freeKicks,General,,,11972384
Tarjetas amarillas,2,2,negative,event,2.0,2.0,yellowCards,General,,,11972384
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972384
Remates totales,10,5,positive,event,10.0,5.0,totalShotsOnGoal,Remates,,,11972384
Remates al arco,5,0,positive,event,5.0,0.0,shotsOnGoal,Remates,,,11972384
Palo,0,1,negative,event,0.0,1.0,hitWoodwork,Remates,,,11972384
Remates fuera,3,1,negative,event,3.0,1.0,shotsOffGoal,Remates,,,11972384
Remates bloqueados,2,3,negative,event,2.0,3.0,blockedScoringAttempt,Remates,,,11972384
Remates dentro del área,5,3,positive,event,5.0,3.0,totalShotsInsideBox,Remates,,,11972384
Remates fuera del área,5,2,positive,event,5.0,2.0,totalShotsOutsideBox,Remates,,,11972384
Pases en profundidad,3,0,positive,event,3.0,0.0,accurateThroughBall,Ataques,,,11972384
Toques en el área penal,10,6,positive,event,10.0,6.0,touchesInOppBox,Ataques,,,11972384
Fuera de juego,2,0,negative,event,2.0,0.0,offsides,Ataques,,,11972384
Pases precisos,252,259,positive,event,252.0,259.0,accuratePasses,Pases,,,11972384
Laterales,22,22,positive,event,22.0,22.0,throwIns,Pases,,,11972384
Fase de tercio final,37/59 (63%),31/52 (60%),positive,team,37.0,31.0,finalThirdPhaseStatistic,Pases,59.0,52.0,11972384
Pases largos,32/58 (55%),34/61 (55%),positive,team,32.0,34.0,accurateLongBalls,Pases,58.0,61.0,11972384
Centros,3/9 (33%),4/21 (19%),positive,team,3.0,4.0,accurateCross,Pases,9.0,21.0,11972384
Duelos,37%,32%,positive,event,37.0,32.0,duelWonPercent,Duelos,,,11972384
Pérdidas de posesión,12,6,negative,event,12.0,6.0,dispossessed,Duelos,,,11972384
Duelos en el suelo,35/99 (35%),29/97 (30%),positive,team,35.0,29.0,groundDuelsPercentage,Duelos,99.0,97.0,11972384
Duelos aéreos,14/31 (45%),13/32 (41%),positive,team,14.0,13.0,aerialDuelsPercentage,Duelos,31.0,32.0,11972384
Regates,13/17 (76%),8/12 (67%),positive,team,13.0,8.0,dribblesPercentage,Duelos,17.0,12.0,11972384
Entradas totales,4,3,positive,event,4.0,3.0,totalTackle,Defensa,,,11972384
Intercepciones,23,15,positive,event,23.0,15.0,interceptionWon,Defensa,,,11972384
Despejes,21,15,positive,event,21.0,15.0,totalClearance,Defensa,,,11972384
Salvadas totales,0,4,positive,event,0.0,4.0,goalkeeperSaves,Arquero,,,11972384
Centros descolgados,1,1,positive,event,1.0,1.0,highClaims,Arquero,,,11972384
Saques de arco,7,15,positive,event,7.0,15.0,goalKicks,Arquero,,,11972384
Posesión,51%,49%,positive,event,51.0,49.0,ballPossession,General,,,11972397
Goles esperados,1.43,0.97,positive,event,1.43,0.97,expectedGoals,General,,,11972397
Remates totales,12,9,positive,event,12.0,9.0,totalShotsOnGoal,General,,,11972397
Atajadas,0,4,positive,event,0.0,4.0,goalkeeperSaves,General,,,11972397
Córners,8,4,positive,event,8.0,4.0,cornerKicks,General,,,11972397
Faltas,13,13,negative,event,13.0,13.0,fouls,General,,,11972397
Pases,250,207,positive,event,250.0,207.0,passes,General,,,11972397
Entradas,8,11,positive,event,8.0,11.0,totalTackle,General,,,11972397
Tiros libre,4,4,positive,event,4.0,4.0,freeKicks,General,,,11972397
Tarjetas amarillas,1,2,negative,event,1.0,2.0,yellowCards,General,,,11972397
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972397
Remates totales,12,9,positive,event,12.0,9.0,totalShotsOnGoal,Remates,,,11972397
Remates al arco,6,1,positive,event,6.0,1.0,shotsOnGoal,Remates,,,11972397
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972397
Remates fuera,2,6,negative,event,2.0,6.0,shotsOffGoal,Remates,,,11972397
Remates bloqueados,4,2,negative,event,4.0,2.0,blockedScoringAttempt,Remates,,,11972397
Remates dentro del área,8,6,positive,event,8.0,6.0,totalShotsInsideBox,Remates,,,11972397
Remates fuera del área,4,3,positive,event,4.0,3.0,totalShotsOutsideBox,Remates,,,11972397
Pases en profundidad,1,1,positive,event,1.0,1.0,accurateThroughBall,Ataques,,,11972397
Toques en el área penal,18,15,positive,event,18.0,15.0,touchesInOppBox,Ataques,,,11972397
Fuera de juego,7,3,negative,event,7.0,3.0,offsides,Ataques,,,11972397
Pases precisos,179,151,positive,event,179.0,151.0,accuratePasses,Pases,,,11972397
Laterales,36,27,positive,event,36.0,27.0,throwIns,Pases,,,11972397
Fase de tercio final,30/47 (64%),29/46 (63%),positive,team,30.0,29.0,finalThirdPhaseStatistic,Pases,47.0,46.0,11972397
Pases largos,25/47 (53%),21/36 (58%),positive,team,25.0,21.0,accurateLongBalls,Pases,47.0,36.0,11972397
Centros,3/18 (16%),4/11 (36%),positive,team,3.0,4.0,accurateCross,Pases,18.0,11.0,11972397
Duelos,40%,35%,positive,event,40.0,35.0,duelWonPercent,Duelos,,,11972397
Pérdidas de posesión,11,11,negative,event,11.0,11.0,dispossessed,Duelos,,,11972397
Duelos en el suelo,56/144 (39%),39/144 (27%),positive,team,56.0,39.0,groundDuelsPercentage,Duelos,144.0,144.0,11972397
Duelos aéreos,27/62 (44%),32/58 (55%),positive,team,27.0,32.0,aerialDuelsPercentage,Duelos,62.0,58.0,11972397
Regates,22/32 (69%),10/18 (56%),positive,team,22.0,10.0,dribblesPercentage,Duelos,32.0,18.0,11972397
Entradas totales,8,11,positive,event,8.0,11.0,totalTackle,Defensa,,,11972397
Intercepciones,10,15,positive,event,10.0,15.0,interceptionWon,Defensa,,,11972397
Despejes,23,27,positive,event,23.0,27.0,totalClearance,Defensa,,,11972397
Errores seguidos por remate,3,3,negative,event,3.0,3.0,errorsLeadToShot,Defensa,,,11972397
Salvadas totales,0,4,positive,event,0.0,4.0,goalkeeperSaves,Arquero,,,11972397
Saques de arco,8,6,positive,event,8.0,6.0,goalKicks,Arquero,,,11972397
Posesión,61%,39%,positive,event,61.0,39.0,ballPossession,General,,,11972398
Goles esperados,0.93,0.80,positive,event,0.93,0.8,expectedGoals,General,,,11972398
Remates totales,7,9,positive,event,7.0,9.0,totalShotsOnGoal,General,,,11972398
Atajadas,2,1,positive,event,2.0,1.0,goalkeeperSaves,General,,,11972398
Córners,4,6,positive,event,4.0,6.0,cornerKicks,General,,,11972398
Faltas,15,17,negative,event,15.0,17.0,fouls,General,,,11972398
Pases,400,241,positive,event,400.0,241.0,passes,General,,,11972398
Entradas,10,5,positive,event,10.0,5.0,totalTackle,General,,,11972398
Tiros libre,3,2,positive,event,3.0,2.0,freeKicks,General,,,11972398
Tarjetas amarillas,2,3,negative,event,2.0,3.0,yellowCards,General,,,11972398
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972398
Remates totales,7,9,positive,event,7.0,9.0,totalShotsOnGoal,Remates,,,11972398
Remates al arco,1,2,positive,event,1.0,2.0,shotsOnGoal,Remates,,,11972398
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972398
Remates fuera,2,3,negative,event,2.0,3.0,shotsOffGoal,Remates,,,11972398
Remates bloqueados,4,4,negative,event,4.0,4.0,blockedScoringAttempt,Remates,,,11972398
Remates dentro del área,6,7,positive,event,6.0,7.0,totalShotsInsideBox,Remates,,,11972398
Remates fuera del área,1,2,positive,event,1.0,2.0,totalShotsOutsideBox,Remates,,,11972398
Pases en profundidad,1,0,positive,event,1.0,0.0,accurateThroughBall,Ataques,,,11972398
Toques en el área penal,16,10,positive,event,16.0,10.0,touchesInOppBox,Ataques,,,11972398
Fuera de juego,2,3,negative,event,2.0,3.0,offsides,Ataques,,,11972398
Pases precisos,294,158,positive,event,294.0,158.0,accuratePasses,Pases,,,11972398
Laterales,32,26,positive,event,32.0,26.0,throwIns,Pases,,,11972398
Fase de tercio final,33/61 (54%),18/39 (46%),positive,team,33.0,18.0,finalThirdPhaseStatistic,Pases,61.0,39.0,11972398
Pases largos,21/47 (44%),24/47 (51%),positive,team,21.0,24.0,accurateLongBalls,Pases,47.0,47.0,11972398
Centros,5/19 (26%),3/12 (25%),positive,team,5.0,3.0,accurateCross,Pases,19.0,12.0,11972398
Duelos,33%,43%,positive,event,33.0,43.0,duelWonPercent,Duelos,,,11972398
Pérdidas de posesión,11,5,negative,event,11.0,5.0,dispossessed,Duelos,,,11972398
Duelos en el suelo,48/155 (31%),56/142 (39%),positive,team,48.0,56.0,groundDuelsPercentage,Duelos,155.0,142.0,11972398
Duelos aéreos,21/51 (41%),26/46 (57%),positive,team,21.0,26.0,aerialDuelsPercentage,Duelos,51.0,46.0,11972398
Regates,15/29 (52%),17/24 (71%),positive,team,15.0,17.0,dribblesPercentage,Duelos,29.0,24.0,11972398
Entradas totales,10,5,positive,event,10.0,5.0,totalTackle,Defensa,,,11972398
Intercepciones,14,25,positive,event,14.0,25.0,interceptionWon,Defensa,,,11972398
Despejes,7,20,positive,event,7.0,20.0,totalClearance,Defensa,,,11972398
Errores seguidos por remate,2,1,negative,event,2.0,1.0,errorsLeadToShot,Defensa,,,11972398
Salvadas totales,2,1,positive,event,2.0,1.0,goalkeeperSaves,Arquero,,,11972398
Saques de arco,6,6,positive,event,6.0,6.0,goalKicks,Arquero,,,11972398
Posesión,60%,40%,positive,event,60.0,40.0,ballPossession,General,,,11972385
Goles esperados,2.12,1.35,positive,event,2.12,1.35,expectedGoals,General,,,11972385
Remates totales,13,8,positive,event,13.0,8.0,totalShotsOnGoal,General,,,11972385
Atajadas,2,3,positive,event,2.0,3.0,goalkeeperSaves,General,,,11972385
Córners,4,7,positive,event,4.0,7.0,cornerKicks,General,,,11972385
Faltas,16,17,negative,event,16.0,17.0,fouls,General,,,11972385
Pases,397,234,positive,event,397.0,234.0,passes,General,,,11972385
Entradas,6,8,positive,event,6.0,8.0,totalTackle,General,,,11972385
Tiros libre,2,2,positive,event,2.0,2.0,freeKicks,General,,,11972385
Tarjetas amarillas,1,2,negative,event,1.0,2.0,yellowCards,General,,,11972385
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972385
Remates totales,13,8,positive,event,13.0,8.0,totalShotsOnGoal,Remates,,,11972385
Remates al arco,4,3,positive,event,4.0,3.0,shotsOnGoal,Remates,,,11972385
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972385
Remates fuera,4,5,negative,event,4.0,5.0,shotsOffGoal,Remates,,,11972385
Remates bloqueados,5,0,negative,event,5.0,0.0,blockedScoringAttempt,Remates,,,11972385
Remates dentro del área,5,5,positive,event,5.0,5.0,totalShotsInsideBox,Remates,,,11972385
Remates fuera del área,8,3,positive,event,8.0,3.0,totalShotsOutsideBox,Remates,,,11972385
Pases en profundidad,0,3,positive,event,0.0,3.0,accurateThroughBall,Ataques,,,11972385
Fuera de juego,1,0,negative,event,1.0,0.0,offsides,Ataques,,,11972385
Pases precisos,325,166,positive,event,325.0,166.0,accuratePasses,Pases,,,11972385
Laterales,26,16,positive,event,26.0,16.0,throwIns,Pases,,,11972385
Pases largos,29/59 (49%),35/56 (62%),positive,team,29.0,35.0,accurateLongBalls,Pases,59.0,56.0,11972385
Centros,6/10 (60%),3/8 (37%),positive,team,6.0,3.0,accurateCross,Pases,10.0,8.0,11972385
Duelos,38%,36%,positive,event,38.0,36.0,duelWonPercent,Duelos,,,11972385
Pérdidas de posesión,125,110,negative,event,125.0,110.0,dispossessed,Duelos,,,11972385
Duelos en el suelo,82/221 (37%),79/221 (36%),positive,team,82.0,79.0,groundDuelsPercentage,Duelos,221.0,221.0,11972385
Duelos aéreos,24/55 (44%),22/55 (40%),positive,team,24.0,22.0,aerialDuelsPercentage,Duelos,55.0,55.0,11972385
Regates,20/41 (49%),11/17 (65%),positive,team,20.0,11.0,dribblesPercentage,Duelos,41.0,17.0,11972385
Entradas totales,6,8,positive,event,6.0,8.0,totalTackle,Defensa,,,11972385
Intercepciones,21,35,positive,event,21.0,35.0,interceptionWon,Defensa,,,11972385
Despejes,6,14,positive,event,6.0,14.0,totalClearance,Defensa,,,11972385
Salvadas totales,2,3,positive,event,2.0,3.0,goalkeeperSaves,Arquero,,,11972385
Saques de arco,10,10,positive,event,10.0,10.0,goalKicks,Arquero,,,11972385
Posesión,41%,59%,positive,event,41.0,59.0,ballPossession,General,,,11972393
Goles esperados,1.43,0.28,positive,event,1.43,0.28,expectedGoals,General,,,11972393
Remates totales,9,6,positive,event,9.0,6.0,totalShotsOnGoal,General,,,11972393
Atajadas,2,1,positive,event,2.0,1.0,goalkeeperSaves,General,,,11972393
Córners,2,6,positive,event,2.0,6.0,cornerKicks,General,,,11972393
Faltas,13,12,negative,event,13.0,12.0,fouls,General,,,11972393
Pases,219,299,positive,event,219.0,299.0,passes,General,,,11972393
Entradas,11,5,positive,event,11.0,5.0,totalTackle,General,,,11972393
Tiros libre,3,5,positive,event,3.0,5.0,freeKicks,General,,,11972393
Tarjetas amarillas,1,2,negative,event,1.0,2.0,yellowCards,General,,,11972393
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972393
Remates totales,9,6,positive,event,9.0,6.0,totalShotsOnGoal,Remates,,,11972393
Remates al arco,3,1,positive,event,3.0,1.0,shotsOnGoal,Remates,,,11972393
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972393
Remates fuera,4,1,negative,event,4.0,1.0,shotsOffGoal,Remates,,,11972393
Remates bloqueados,2,4,negative,event,2.0,4.0,blockedScoringAttempt,Remates,,,11972393
Remates dentro del área,6,4,positive,event,6.0,4.0,totalShotsInsideBox,Remates,,,11972393
Remates fuera del área,3,2,positive,event,3.0,2.0,totalShotsOutsideBox,Remates,,,11972393
Pases en profundidad,1,0,positive,event,1.0,0.0,accurateThroughBall,Ataques,,,11972393
Toques en el área penal,10,12,positive,event,10.0,12.0,touchesInOppBox,Ataques,,,11972393
Fuera de juego,3,2,negative,event,3.0,2.0,offsides,Ataques,,,11972393
Pases precisos,154,223,positive,event,154.0,223.0,accuratePasses,Pases,,,11972393
Laterales,19,17,positive,event,19.0,17.0,throwIns,Pases,,,11972393
Fase de tercio final,25/47 (53%),37/57 (65%),positive,team,25.0,37.0,finalThirdPhaseStatistic,Pases,47.0,57.0,11972393
Pases largos,18/45 (40%),20/46 (43%),positive,team,18.0,20.0,accurateLongBalls,Pases,45.0,46.0,11972393
Centros,2/8 (25%),8/26 (30%),positive,team,2.0,8.0,accurateCross,Pases,8.0,26.0,11972393
Duelos,37%,43%,positive,event,37.0,43.0,duelWonPercent,Duelos,,,11972393
Pérdidas de posesión,12,8,negative,event,12.0,8.0,dispossessed,Duelos,,,11972393
Duelos en el suelo,37/111 (33%),47/109 (43%),positive,team,37.0,47.0,groundDuelsPercentage,Duelos,111.0,109.0,11972393
Duelos aéreos,20/42 (48%),16/36 (44%),positive,team,20.0,16.0,aerialDuelsPercentage,Duelos,42.0,36.0,11972393
Regates,12/14 (86%),19/29 (66%),positive,team,12.0,19.0,dribblesPercentage,Duelos,14.0,29.0,11972393
Entradas totales,11,5,positive,event,11.0,5.0,totalTackle,Defensa,,,11972393
Intercepciones,17,11,positive,event,17.0,11.0,interceptionWon,Defensa,,,11972393
Despejes,33,14,positive,event,33.0,14.0,totalClearance,Defensa,,,11972393
Errores seguidos por remate,2,2,negative,event,2.0,2.0,errorsLeadToShot,Defensa,,,11972393
Salvadas totales,2,1,positive,event,2.0,1.0,goalkeeperSaves,Arquero,,,11972393
Centros descolgados,1,1,positive,event,1.0,1.0,highClaims,Arquero,,,11972393
Saques de arco,11,10,positive,event,11.0,10.0,goalKicks,Arquero,,,11972393
Posesión,49%,51%,positive,event,49.0,51.0,ballPossession,General,,,11972387
Goles esperados,1.08,1.05,positive,event,1.08,1.05,expectedGoals,General,,,11972387
Remates totales,10,15,positive,event,10.0,15.0,totalShotsOnGoal,General,,,11972387
Atajadas,4,1,positive,event,4.0,1.0,goalkeeperSaves,General,,,11972387
Córners,5,4,positive,event,5.0,4.0,cornerKicks,General,,,11972387
Faltas,20,13,negative,event,20.0,13.0,fouls,General,,,11972387
Pases,336,253,positive,event,336.0,253.0,passes,General,,,11972387
Entradas,4,4,positive,event,4.0,4.0,totalTackle,General,,,11972387
Tiros libre,2,2,positive,event,2.0,2.0,freeKicks,General,,,11972387
Tarjetas amarillas,3,4,negative,event,3.0,4.0,yellowCards,General,,,11972387
Tarjetas rojas,1,0,negative,event,1.0,0.0,redCards,General,,,11972387
Remates totales,10,15,positive,event,10.0,15.0,totalShotsOnGoal,Remates,,,11972387
Remates al arco,2,5,positive,event,2.0,5.0,shotsOnGoal,Remates,,,11972387
Palo,1,1,negative,event,1.0,1.0,hitWoodwork,Remates,,,11972387
Remates fuera,6,7,negative,event,6.0,7.0,shotsOffGoal,Remates,,,11972387
Remates bloqueados,1,2,negative,event,1.0,2.0,blockedScoringAttempt,Remates,,,11972387
Remates dentro del área,4,8,positive,event,4.0,8.0,totalShotsInsideBox,Remates,,,11972387
Remates fuera del área,6,7,positive,event,6.0,7.0,totalShotsOutsideBox,Remates,,,11972387
Pases en profundidad,3,1,positive,event,3.0,1.0,accurateThroughBall,Ataques,,,11972387
Fuera de juego,0,3,negative,event,0.0,3.0,offsides,Ataques,,,11972387
Pases precisos,275,194,positive,event,275.0,194.0,accuratePasses,Pases,,,11972387
Laterales,23,20,positive,event,23.0,20.0,throwIns,Pases,,,11972387
Pases largos,31/49 (63%),34/50 (68%),positive,team,31.0,34.0,accurateLongBalls,Pases,49.0,50.0,11972387
Centros,4/13 (30%),5/16 (31%),positive,team,4.0,5.0,accurateCross,Pases,13.0,16.0,11972387
Duelos,33%,43%,positive,event,33.0,43.0,duelWonPercent,Duelos,,,11972387
Pérdidas de posesión,110,84,negative,event,110.0,84.0,dispossessed,Duelos,,,11972387
Duelos en el suelo,61/184 (33%),69/166 (42%),positive,team,61.0,69.0,groundDuelsPercentage,Duelos,184.0,166.0,11972387
Duelos aéreos,13/42 (31%),24/38 (63%),positive,team,13.0,24.0,aerialDuelsPercentage,Duelos,42.0,38.0,11972387
Regates,32/48 (67%),34/46 (74%),positive,team,32.0,34.0,dribblesPercentage,Duelos,48.0,46.0,11972387
Entradas totales,4,4,positive,event,4.0,4.0,totalTackle,Defensa,,,11972387
Intercepciones,41,36,positive,event,41.0,36.0,interceptionWon,Defensa,,,11972387
Despejes,13,20,positive,event,13.0,20.0,totalClearance,Defensa,,,11972387
Salvadas totales,4,1,positive,event,4.0,1.0,goalkeeperSaves,Arquero,,,11972387
Saques de arco,14,13,positive,event,14.0,13.0,goalKicks,Arquero,,,11972387
Posesión,47%,53%,positive,event,47.0,53.0,ballPossession,General,,,11972386
Goles esperados,1.16,0.34,positive,event,1.16,0.34,expectedGoals,General,,,11972386
Remates totales,12,10,positive,event,12.0,10.0,totalShotsOnGoal,General,,,11972386
Atajadas,2,3,positive,event,2.0,3.0,goalkeeperSaves,General,,,11972386
Córners,8,5,positive,event,8.0,5.0,cornerKicks,General,,,11972386
Faltas,8,12,negative,event,8.0,12.0,fouls,General,,,11972386
Pases,317,370,positive,event,317.0,370.0,passes,General,,,11972386
Entradas,6,9,positive,event,6.0,9.0,totalTackle,General,,,11972386
Tiros libre,2,1,positive,event,2.0,1.0,freeKicks,General,,,11972386
Tarjetas amarillas,0,2,negative,event,0.0,2.0,yellowCards,General,,,11972386
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972386
Remates totales,12,10,positive,event,12.0,10.0,totalShotsOnGoal,Remates,,,11972386
Remates al arco,4,2,positive,event,4.0,2.0,shotsOnGoal,Remates,,,11972386
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972386
Remates fuera,6,6,negative,event,6.0,6.0,shotsOffGoal,Remates,,,11972386
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972386
Remates dentro del área,5,3,positive,event,5.0,3.0,totalShotsInsideBox,Remates,,,11972386
Remates fuera del área,7,7,positive,event,7.0,7.0,totalShotsOutsideBox,Remates,,,11972386
Pases en profundidad,4,2,positive,event,4.0,2.0,accurateThroughBall,Ataques,,,11972386
Fuera de juego,1,0,negative,event,1.0,0.0,offsides,Ataques,,,11972386
Pases precisos,225,268,positive,event,225.0,268.0,accuratePasses,Pases,,,11972386
Laterales,26,30,positive,event,26.0,30.0,throwIns,Pases,,,11972386
Pases largos,38/67 (56%),28/63 (44%),positive,team,38.0,28.0,accurateLongBalls,Pases,67.0,63.0,11972386
